0,2,0,1,2,2,4,0,1,2,3,2,4,2,1,1,0,0,0,0,1,0,0,0,0,2,0,1,4,2,4,0,2,1,1,0,3,2,0,2,1,1,0,0,0,0,0,1,2,1,0,1,2,2,4,2,3,1,2,1,2,3,2,0,0,0,0,0,1,0,0,1,0,2,0,1,2,2,4,0,0,2,1,1,2,3,0,3,0,0,0,0,0,0,0,0,0,2,0,1,2,2,4,0,3,4,2,0,3,2,3,4,0,1,0,0,0,0,1,0,0,4,0,1,2,2,3,0,2,3,4,1,3,4,2,0,0,1,0,0,0,0,0,0,0,3,0,1,2,2,4,0,0,1,2,1,2,4,2,1,0,1,0,0,0,0,0,0,0,1,0,1,2,2,4,0,3,0,2,2,3,4,2,3,0,0,0,0,0,0,1,0,0,2,0,1,2,2,2,0,4,2,2,4,0,0,2,1,0,0,1,0,0,0,1,1,0,2,2,1,2,2,2,1,3,2,3,0,1,0,3,4,0,0,0,1,0,1,0,0,0,2,0,0,2,0,4,0,6,3,0,6,34,2,2,1,2,10,5,4,0,5,27,0,4,0,0,0,7,5,1,5,27,1,4,0,1,8,5,5,0,5,27,1,5,0,1,7,6,2,0,6,32,3,6,1,6,34
4,1,4,2,1,2,3,2,3,2,4,1,4,4,1,1,1,0,0,0,1,0,0,1,3,1,4,2,4,2,3,1,0,4,0,3,3,4,0,0,0,0,0,0,0,0,0,0,4,1,4,2,1,2,3,2,3,3,4,0,4,1,3,0,0,0,0,1,0,0,0,0,4,1,4,0,1,2,3,2,2,1,2,0,3,4,4,4,0,0,0,0,0,0,0,0,4,1,4,2,1,2,3,2,0,2,1,2,4,1,2,0,0,0,0,1,1,0,0,0,4,1,4,2,4,2,3,2,3,2,0,2,4,4,4,0,0,0,0,0,0,0,1,0,4,1,4,2,1,2,4,2,3,4,2,1,0,2,2,4,0,0,0,0,0,0,0,1,4,1,4,2,1,2,3,4,4,1,3,0,1,1,0,0,0,0,0,0,1,1,0,0,4,1,4,2,1,1,3,2,2,0,0,0,3,1,3,4,0,1,0,0,0,0,0,0,4,0,4,2,1,2,3,2,4,0,4,3,0,0,1,0,0,0,0,1,0,0,0,0,4,1,4,3,1,2,3,2,4,2,0,4,24,5,6,0,5,27,1,4,0,1,6,7,4,0,7,37,5,3,0,5,27,7,1,0,7,37,4,6,0,4,21,7,5,1,5,26,2,0,1,0,4,5,2,0,5,27
3,0,0,4,3,3,2,0,4,4,3,1,4,3,4,1,0,0,0,0,0,0,0,0,3,0,0,4,3,3,2,0,0,0,3,0,3,3,0,3,1,0,0,0,0,1,0,0,0,0,0,4,3,3,2,0,4,4,3,2,2,2,4,4,0,1,0,1,0,0,0,0,3,4,0,2,3,3,2,0,1,0,2,4,1,0,0,3,0,0,0,0,0,0,0,0,3,0,0,4,3,3,2,0,0,2,0,4,0,0,1,2,0,0,0,0,1,0,0,0,3,0,0,4,0,3,2,0,2,4,0,1,4,4,0,2,0,0,1,1,0,0,0,0,3,0,0,1,3,3,2,0,2,1,3,4,0,0,0,4,0,0,1,0,0,0,0,0,3,0,3,4,3,3,2,0,4,2,0,4,0,0,2,3,0,0,1,0,1,0,1,0,3,0,0,4,0,3,2,0,3,0,0,1,1,3,4,4,0,0,1,1,0,0,0,0,3,0,0,1,3,3,2,0,2,3,3,1,2,4,2,0,1,0,0,1,1,0,1,0,2,0,0,1,2,3,2,0,6,2,0,6,32,2,4,1,4,23,2,0,0,2,10,7,5,0,7,35,2,3,1,3,19,6,5,0,6,32,4,7,0,4,23,3,4,0,3,19,2,2,0,2,10,6,1,0,6,32
2,2,1,3,0,1,3,4,0,1,0,0,2,4,3,4,0,0,1,0,0,0,1,0,2,2,0,3,0,1,3,4,0,1,0,4,3,0,3,1,1,1,0,0,0,0,0,0,0,1,1,3,0,1,3,4,0,2,0,4,2,2,1,1,0,1,0,1,1,0,1,1,2,2,1,4,2,1,1,1,2,3,0,2,2,2,4,4,0,1,0,0,0,0,0,0,2,3,1,3,0,1,3,4,4,3,1,1,0,0,4,3,0,0,0,0,0,0,0,0,2,2,1,3,0,1,3,4,1,0,3,2,4,4,2,3,0,0,0,0,0,0,0,1,2,2,1,3,0,1,3,3,4,2,4,1,2,3,4,2,1,0,0,1,0,0,0,1,4,2,1,1,0,1,3,2,1,4,4,2,0,2,0,1,0,0,0,0,0,1,0,1,2,2,1,3,0,2,3,1,0,4,2,3,1,2,2,0,0,0,0,0,0,0,0,1,2,2,1,3,0,1,3,0,2,3,0,4,3,0,3,4,0,0,0,0,1,1,1,1,2,2,1,3,3,0,3,4,5,6,0,5,26,1,3,0,1,6,6,1,0,6,31,4,2,0,4,20,2,1,0,2,11,7,0,0,7,38,1,1,0,1,7,4,2,0,4,20,6,1,0,6,33,3,1,0,3,18
1,1,1,0,3,2,4,1,4,4,0,2,3,1,2,0,1,0,1,1,0,0,0,0,4,1,0,2,3,2,4,1,1,2,2,4,3,3,2,3,0,0,0,0,0,1,1,0,1,1,1,0,3,3,2,1,2,0,3,4,2,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,2,2,0,1,4,0,2,2,0,3,0,3,1,1,0,0,0,1,0,0,4,0,1,0,3,3,4,1,1,2,0,1,3,2,4,0,0,0,0,0,0,0,0,0,1,1,1,0,3,2,4,1,2,4,4,3,1,0,2,2,0,0,1,1,0,0,0,0,1,1,4,3,3,2,4,1,3,3,1,2,3,0,2,4,1,0,0,0,0,0,0,0,3,1,1,0,3,2,4,1,4,0,3,2,1,0,0,0,0,0,1,0,0,0,0,0,1,1,3,0,3,2,4,1,2,4,2,3,0,4,3,1,0,0,1,1,0,0,0,0,1,1,2,3,3,2,4,1,4,4,2,4,3,1,1,2,1,0,0,0,0,0,0,0,4,1,1,0,3,2,4,1,7,7,1,7,36,0,6,1,6,32,0,6,0,0,1,0,3,0,0,4,0,0,0,0,1,7,2,1,2,14,7,7,0,7,36,2,1,0,2,13,4,2,1,2,12,4,7,0,4,23
4,1,2,1,4,0,2,2,3,3,3,0,1,3,2,1,0,0,0,0,0,0,0,0,4,1,2,1,4,0,2,2,0,0,1,1,4,0,1,3,0,0,1,0,1,1,0,0,4,1,1,1,4,0,2,2,2,1,3,2,3,3,2,0,1,1,0,0,0,1,1,1,2,1,2,1,4,3,2,0,4,0,0,4,4,3,2,2,0,0,0,0,0,1,0,1,4,1,2,1,4,3,2,2,2,1,3,1,4,0,2,3,0,0,0,0,0,0,0,0,4,1,2,1,4,0,2,2,1,0,3,2,4,4,3,3,1,0,0,0,1,0,0,0,1,1,2,1,4,0,2,2,1,0,4,1,0,4,0,0,0,0,0,0,0,0,1,0,4,1,2,1,4,0,0,2,3,2,0,0,4,2,0,2,1,1,0,0,0,0,0,0,3,2,2,1,4,0,2,2,1,0,4,3,1,4,4,2,0,0,0,0,0,0,0,0,4,1,2,1,4,0,2,2,0,0,4,1,0,0,3,0,1,0,0,0,0,1,0,0,0,1,2,1,4,0,2,2,1,3,0,1,6,1,6,0,1,6,2,6,0,2,12,4,2,0,4,24,5,5,0,5,25,4,2,0,4,24,0,7,1,7,37,4,1,0,4,24,2,7,0,2,12,4,1,0,4,24
4,0,4,3,0,1,3,2,0,3,3,2,4,4,4,2,0,0,1,0,0,1,0,0,4,0,3,3,0,4,3,2,4,1,0,2,0,4,0,3,0,0,0,0,1,1,0,0,4,0,4,3,0,4,3,2,2,1,2,4,0,2,1,1,0,0,1,0,0,0,0,0,4,0,2,3,0,1,3,2,1,4,1,4,0,4,0,2,0,1,0,0,0,0,0,1,4,4,4,3,0,1,3,2,3,2,3,0,4,2,2,3,0,0,0,0,1,0,0,0,4,0,4,3,4,1,3,2,3,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,4,3,0,0,3,2,1,4,2,1,1,2,1,4,0,1,0,0,0,0,0,0,4,4,4,3,0,1,3,2,4,0,1,4,0,1,2,1,0,0,0,0,0,1,0,0,4,0,4,3,0,1,3,2,0,3,3,0,4,3,3,2,1,1,0,0,0,0,0,1,0,3,4,3,0,1,3,2,4,1,3,1,0,0,2,3,0,1,1,0,0,1,0,0,4,1,3,3,0,0,3,2,5,4,0,5,29,3,4,0,3,18,5,6,1,6,33,7,7,0,7,37,0,1,0,0,4,5,1,0,5,25,4,4,0,4,20,2,5,0,2,14,4,3,0,4,20,3,4,0,3,18
2,2,1,3,2,0,3,4,2,1,0,2,0,2,0,3,1,0,0,0,1,0,0,0,2,2,1,3,0,0,3,4,3,0,1,4,3,3,4,0,0,1,0,0,0,1,0,0,2,0,1,3,2,3,3,4,3,2,2,1,4,0,4,2,0,1,1,0,0,0,0,0,2,2,2,3,2,0,3,4,2,1,3,3,4,3,4,4,0,1,1,0,0,0,1,1,2,1,3,3,2,0,4,4,1,3,2,0,2,2,1,1,1,0,0,0,0,0,0,0,1,2,1,3,2,0,3,4,1,1,4,0,3,4,3,3,0,1,1,0,1,0,0,0,2,1,4,3,3,0,3,4,0,4,1,4,3,0,0,3,0,0,0,0,0,1,0,0,2,2,1,3,2,0,3,4,4,1,4,3,0,0,4,2,0,0,0,0,0,0,0,1,2,2,1,3,2,0,3,2,2,2,2,4,3,4,1,4,0,0,0,0,0,0,0,0,2,2,1,3,2,0,3,4,3,2,0,3,4,0,0,0,1,0,0,0,1,0,1,0,3,2,1,3,4,0,0,4,4,1,0,4,20,0,3,1,3,18,1,6,0,1,7,0,5,0,0,2,3,4,0,3,18,5,5,0,5,25,5,4,1,4,22,0,3,0,0,2,7,3,0,7,39,2,3,0,2,11
2,2,2,3,3,0,1,0,4,2,3,4,0,1,1,2,0,0,0,0,0,1,0,0,2,2,2,3,3,1,1,0,1,1,1,0,3,2,2,2,0,1,0,0,0,0,0,1,2,1,2,3,3,0,1,2,4,2,2,1,1,4,4,3,0,1,1,0,0,0,1,0,2,2,2,3,3,0,4,0,0,3,3,4,4,1,2,0,0,0,1,1,1,0,1,1,2,2,3,4,4,0,2,0,4,2,1,2,0,3,1,2,0,0,0,1,1,0,1,0,2,2,2,2,0,0,1,0,2,3,3,1,0,1,3,1,0,0,0,0,0,0,0,0,2,2,2,3,3,0,1,0,3,0,0,2,2,0,2,2,0,0,0,0,0,0,0,1,2,2,2,3,3,0,1,2,3,3,1,2,0,0,2,4,0,0,0,0,0,0,0,0,2,2,2,3,3,0,1,0,0,1,3,3,4,0,3,2,1,0,0,0,0,0,0,0,0,2,2,3,3,0,1,0,4,1,3,1,2,0,2,4,0,0,0,0,1,0,0,0,2,2,2,3,2,0,1,0,2,2,0,2,12,1,4,0,1,6,5,5,0,5,25,0,4,0,0,2,5,3,0,5,25,2,3,0,2,12,7,4,0,7,37,0,7,0,0,2,0,5,0,0,0,1,4,0,1,7
2,2,0,3,2,0,0,0,4,3,2,0,3,3,4,0,0,0,0,0,0,0,0,1,2,2,0,3,2,0,0,0,3,2,2,3,3,0,4,3,0,0,1,1,1,0,0,0,2,2,2,3,3,0,0,0,3,2,0,0,1,4,2,0,0,1,0,1,0,0,0,0,2,2,0,0,2,0,0,0,2,1,3,3,2,0,4,0,0,0,1,1,0,0,0,0,2,2,3,3,2,0,0,0,4,3,3,3,2,4,0,3,0,0,0,0,0,0,0,0,2,2,0,3,2,0,0,0,1,3,2,0,1,1,3,3,0,0,0,1,0,0,0,0,2,2,0,0,2,0,0,0,1,4,2,3,3,3,1,2,1,0,0,0,0,0,0,0,1,2,0,3,2,0,0,0,1,0,3,0,0,1,3,1,0,0,0,0,0,0,1,0,2,2,0,3,2,0,3,0,1,4,3,1,3,0,3,1,0,1,0,0,0,0,0,0,2,4,0,3,2,0,0,0,4,3,3,0,0,0,0,2,1,1,0,0,0,0,0,0,4,3,0,3,2,0,0,0,1,1,0,1,7,3,7,0,3,18,4,3,0,4,22,1,1,0,1,7,5,3,0,5,25,5,1,1,1,7,2,3,0,2,10,0,6,0,0,2,5,5,0,5,25,0,7,0,0,4
